frame tid label truncated occluded alpha l t r b w3d h3d l3d x3d y3d z3d ry rx rz truncr occupr orig_label moving model color
123 11 DontCare 0 1 -1.235908 328 175 407 232 1.52433 1.795166 3.176533 -8.466916 1.408734 24.3928 -1.570003 -0.0002171975 0.02912784 0 0.5129913 Van 1 Firetruck_small_eu Red
123 13 Car 0 1 -1.422625 484 191 541 229 1.607382 1.358123 3.755814 -4.225237 1.533131 28.56495 -1.569477 -0.0002325159 0.02912773 0 0.709603 Car 1 Sedan4Door White
123 14 DontCare 0 2 -1.313934 400 176 469 220 1.860526 1.88231 5.13002 -8.59823 1.406727 33.76252 -1.563301 -0.000412466 0.02912573 0 0.168643 Van 1 Firetruck_small_eu Black
123 15 Car 0 1 -1.483633 528 190 565 217 1.588583 1.370703 3.894469 -4.035213 1.540786 39.48131 -1.585485 0.000233884 0.02912771 0 0.5825826 Car 1 Sedan4Door Black
123 16 Car 0 1 -1.570861 605 188 641 220 1.683922 1.579228 3.952212 0.09894562 1.660948 37.97671 -1.568256 -0.0002681008 0.02912742 0 0.7803819 Car 1 Hybrid Silver
123 17 DontCare 0 2 -1.505668 541 188 570 209 1.690063 1.415433 4.525371 -4.637758 1.525542 51.3963 -1.595659 0.0005303165 0.02912382 0 0.228243 Car 0 Sedan4Door White
123 18 Car 0 1 -1.399926 459 187 502 213 1.698519 1.415433 4.127906 -7.913485 1.428089 41.03403 -1.590439 0.0003782185 0.02912619 0 0.4624329 Car 1 SUV Red
123 19 DontCare 0 2 -1.522382 556 188 577 205 1.529387 1.423889 4.195557 -4.752556 1.524451 63.00581 -1.59767 0.0005888986 0.0291227 0 0.3109244 Car 0 Sedan4Door Black
123 20 DontCare 0 2 -1.412246 472 178 511 207 1.887843 1.986257 4.588793 -9.141705 1.394311 51.37933 -1.588329 0.0003167605 0.02912693 0 0.2334218 Van 1 Firetruck_small_eu Silver
123 22 DontCare 0 2 -1.524656 560 187 579 202 1.622408 1.432345 4.077164 -5.115784 1.515707 72.47972 -1.595122 0.0005146461 0.02912411 0 0.07368421 Car 0 Hatchback Blue
123 24 DontCare 0 2 -1.521483 560 187 576 201 1.537844 1.44926 3.58668 -5.843884 1.495933 79.90392 -1.59449 0.0004962469 0.02912442 0 0.04464286 Car 0 SUV Silver
123 25 DontCare 0 1 -1.570601 569 178 586 200 1.913213 2.57822 6.525371 -5.33284 1.512448 88.27278 -1.630941 0.001557588 0.02908698 0 0.473262 Van 0 Firetruck_small_eu Black
123 26 DontCare 0 2 -1.496835 528 186 546 199 1.8 1.44926 3.730441 -9.975189 1.376748 86.00981 -1.612296 0.001014883 0.02911097 0 0.2777778 Car 0 Hatchback Brown
123 27 DontCare 0 2 -1.552523 569 187 583 198 1.639323 1.483087 3.815009 -5.963387 1.495544 95.83652 -1.614668 0.001083936 0.02910848 0 0.01298701 Car 0 Hatchback Black
123 130 DontCare 0 2 -1.473541 536 186 551 197 1.513952 1.5 3.417107 -10.05344 1.37604 94.10924 -1.579965 7.306039e-05 0.02912856 0 0.1393939 Car 0 SUV Grey
124 0 Car 0 1 -1.684976 672 195 720 231 1.542243 1.373864 3.558456 3.038018 1.726604 30.14272 -1.584527 0.0008919399 0.02975256 0 0.7297454 Car 1 Hybrid Silver
124 5 DontCare 0 1 -1.626838 638 189 661 208 1.659019 1.460483 4.041921 2.327082 1.690667 60.71284 -1.588528 0.001010994 0.02974875 0 0.5240275 Car 1 Hatchback Grey
124 9 Car 0 1 -1.302968 362 187 484 267 1.582285 1.519312 3.561683 -4.145514 1.519777 15.58826 -1.56289 0.000247824 0.02976489 0 0.6945697 Car 1 Hybrid Silver
124 10 Car 0 1 -1.085752 163 186 321 258 1.524064 1.414692 3.798098 -8.261004 1.39699 16.13818 -1.558868 0.0001280643 0.02976565 0 0.6035513 Car 1 Hatchback White
124 11 DontCare 0 1 -1.232351 325 174 406 232 1.52433 1.795166 3.176533 -8.460857 1.387173 24.14125 -1.569448 0.0004430562 0.02976263 0 0.4982971 Van 1 Firetruck_small_eu Red
124 13 Car 0 1 -1.418371 483 190 541 228 1.607382 1.358123 3.755814 -4.211004 1.511649 28.37579 -1.565697 0.0003313916 0.02976408 0 0.7091652 Car 1 Sedan4Door White
124 14 DontCare 0 2 -1.311494 397 175 468 219 1.860526 1.88231 5.13002 -8.582264 1.379073 33.42602 -1.562819 0.000245709 0.02976491 0 0.1706146 Van 1 Firetruck_small_eu Black
124 15 Car 0 1 -1.481277 528 189 565 216 1.588583 1.370703 3.894469 -4.010759 1.512359 39.24346 -1.583125 0.0008502082 0.02975378 0 0.6016016 Car 1 Sedan4Door Black
124 16 Car 0 1 -1.57097 606 188 642 220 1.683922 1.579228 3.952212 0.1326237 1.636406 37.8042 -1.567462 0.000383947 0.02976345 0 0.7829861 Car 1 Hybrid Silver
124 17 DontCare 0 2 -1.504853 540 188 570 209 1.690063 1.415433 4.525371 -4.612335 1.488804 50.92558 -1.595177 0.001208826 0.02974137 0 0.2095238 Car 0 Sedan4Door White
124 18 Car 0 1 -1.398274 457 186 502 213 1.698519 1.415433 4.127906 -7.892233 1.396108 40.68393 -1.589883 0.001051315 0.02974736 0 0.4460905 Car 1 SUV Red
124 19 DontCare 0 2 -1.521829 556 187 577 205 1.529387 1.423889 4.195557 -4.721535 1.479944 62.53513 -1.597188 0.001268649 0.02973888 0 0.2936508 Car 0 Sedan4Door Black
124 20 DontCare 0 2 -1.411435 472 177 510 207 1.887843 1.986257 4.588793 -9.137522 1.353981 51.14384 -1.588233 0.001002214 0.02974905 0 0.2368421 Van 1 Firetruck_small_eu Silver
124 22 DontCare 0 2 -1.524207 560 187 579 202 1.622408 1.432345 4.077164 -5.080189 1.464688 72.00922 -1.594639 0.001192823 0.02974202 0 0.08421053 Car 0 Hatchback Blue
124 24 DontCare 0 2 -1.521061 560 186 576 200 1.537844 1.44926 3.58668 -5.804695 1.439531 79.43373 -1.594007 0.001174034 0.02974277 0 0.01785714 Car 0 SUV Silver
124 25 DontCare 0 1 -1.570285 569 177 586 199 1.913213 2.57822 6.525371 -5.289627 1.450821 87.80237 -1.630458 0.002257459 0.02968022 0 0.4893048 Van 0 Firetruck_small_eu Black
124 26 DontCare 0 2 -1.496212 528 185 546 198 1.8 1.44926 3.730441 -9.932983 1.313678 85.54154 -1.611813 0.001703572 0.02971715 0 0.2692308 Car 0 Hatchback Brown
124 130 DontCare 0 2 -1.473018 536 185 551 197 1.513952 1.5 3.417107 -10.00732 1.307551 93.64101 -1.579483 0.0007417957 0.02975668 0 0.1444444 Car 0 SUV Grey
125 0 Car 0 1 -1.683403 671 195 719 230 1.542243 1.373864 3.558456 3.058861 1.732337 30.65537 -1.58395 0.0007392113 0.03009788 0 0.7267857 Car 1 Hybrid Silver
125 5 DontCare 0 1 -1.626073 637 189 661 208 1.659019 1.460483 4.041921 2.319033 1.699545 61.29172 -1.588255 0.0008688272 0.03009442 0 0.4758772 Car 1 Hatchback Grey
125 9 Car 0 1 -1.299037 357 187 482 268 1.582285 1.519312 3.561683 -4.146848 1.52059 15.36836 -1.56259 9.603519e-05 0.0301068 0 0.6921481 Car 1 Hybrid Silver
125 10 Car 0 1 -1.080386 156 186 318 259 1.524064 1.414692 3.798098 -8.256474 1.396643 15.92019 -1.558815 -1.766905e-05 0.03010695 0 0.6006257 Car 1 Hatchback White
125 11 DontCare 0 1 -1.228738 322 174 404 232 1.52433 1.795166 3.176533 -8.455431 1.387917 23.88963 -1.568916 0.0002865437 0.0301056 0 0.4947435 Van 1 Firetruck_small_eu Red
125 13 Car 0 1 -1.414111 483 190 541 229 1.607382 1.358123 3.755814 -4.197403 1.514669 28.18635 -1.561941 7.646345e-05 0.03010686 0 0.7024757 Car 1 Sedan4Door White
125 14 DontCare 0 2 -1.309015 395 175 467 220 1.860526 1.88231 5.13002 -8.567137 1.381396 33.08941 -1.56236 8.910336e-05 0.03010683 0 0.1725309 Van 1 Firetruck_small_eu Black
125 15 Car 0 1 -1.478921 528 189 565 217 1.588583 1.370703 3.894469 -3.987171 1.517287 39.00526 -1.580789 0.0006440553 0.03010007 0 0.5868726 Car 1 Sedan4Door Black
125 16 Car 0 1 -1.571092 607 188 643 220 1.683922 1.579228 3.952212 0.1655312 1.642813 37.63125 -1.566694 0.0002196003 0.03010616 0 0.7977431 Car 1 Hybrid Silver
125 17 DontCare 0 2 -1.504116 540 188 570 209 1.690063 1.415433 4.525371 -4.594723 1.495046 50.50208 -1.594847 0.001067244 0.03008804 0 0.2047619 Car 0 Sedan4Door White
125 18 Car 0 1 -1.396603 456 186 501 213 1.698519 1.415433 4.127906 -7.871946 1.399845 40.33356 -1.589351 0.000901824 0.03009345 0 0.4707819 Car 1 SUV Red
125 19 DontCare 0 2 -1.52133 555 187 577 205 1.529387 1.423889 4.195557 -4.700094 1.487889 62.11168 -1.596858 0.001127764 0.03008583 0 0.2979798 Car 0 Sedan4Door Black
125 20 DontCare 0 2 -1.410616 471 177 510 207 1.887843 1.986257 4.588793 -9.134581 1.358193 50.90812 -1.58816 0.0008659625 0.0300945 0 0.234188 Van 1 Firetruck_small_eu Silver
125 22 DontCare 0 2 -1.523803 560 187 579 202 1.622408 1.432345 4.077164 -5.055618 1.473932 71.58588 -1.594309 0.001051055 0.03008861 0 0.08421053 Car 0 Hatchback Blue
125 24 DontCare 0 2 -1.520682 560 187 576 200 1.537844 1.44926 3.58668 -5.777672 1.44964 79.01064 -1.593677 0.001032046 0.03008927 0 0.02403846 Car 0 SUV Silver
125 25 DontCare 0 1 -1.570004 569 177 587 199 1.913213 2.57822 6.525371 -5.25985 1.462362 87.3791 -1.630127 0.002128192 0.03003166 0 0.4671717 Van 0 Firetruck_small_eu Black
125 26 DontCare 0 2 -1.495652 527 185 546 198 1.8 1.44926 3.730441 -9.9039 1.323286 85.11983 -1.611483 0.001567777 0.03006612 0 0.2591093 Car 0 Hatchback Brown
125 130 DontCare 0 2 -1.472547 536 185 551 197 1.513952 1.5 3.417107 -9.975571 1.318348 93.21931 -1.579153 0.0005947892 0.03010108 0 0.15 Car 0 SUV Grey
126 0 Car 0 1 -1.681701 670 195 717 230 1.542243 1.373864 3.558456 3.059162 1.745239 31.20818 -1.583989 0.0003563706 0.03041395 0 0.7112462 Car 1 Hybrid Silver
126 5 DontCare 0 1 -1.625317 637 190 660 208 1.659019 1.460483 4.041921 2.310518 1.723841 61.87038 -1.58799 0.0004780684 0.03041228 0 0.4975845 Car 1 Hatchback Grey
126 9 Car 0 1 -1.295009 353 187 480 270 1.582285 1.519312 3.561683 -4.148293 1.525226 15.14843 -1.562299 -0.0003035404 0.03041453 0 0.689593 Car 1 Hybrid Silver
126 10 Car 0 1 -1.074903 149 186 314 261 1.524064 1.414692 3.798098 -8.252063 1.400392 15.7022 -1.558769 -0.0004109433 0.03041326 0 0.5957172 Car 1 Hatchback White
126 11 DontCare 0 1 -1.225067 318 174 402 233 1.52433 1.795166 3.176533 -8.450187 1.394722 23.63799 -1.568393 -0.0001181606 0.03041581 0 0.476594 Van 1 Firetruck_small_eu Red
126 13 Car 0 1 -1.417914 482 191 540 229 1.607382 1.358123 3.755814 -4.201983 1.524171 27.99704 -1.566889 -0.0001638979 0.0304156 0 0.7282214 Car 1 Sedan4Door White
126 14 DontCare 0 2 -1.306498 393 175 466 220 1.860526 1.88231 5.13002 -8.552265 1.392026 32.75275 -1.561911 -0.0003153654 0.0304144 0 0.1768645 Van 1 Firetruck_small_eu Black
126 15 Car 0 1 -1.476567 527 189 565 217 1.588583 1.370703 3.894469 -3.963869 1.531901 38.76694 -1.578462 0.0001882063 0.03041546 0 0.5883459 Car 1 Sedan4Door Black
126 16 Car 0 1 -1.571187 607 188 643 221 1.683922 1.579228 3.952212 0.1705227 1.657633 37.4764 -1.566637 -0.0001715682 0.03041556 0 0.78367 Car 1 Hybrid Silver
126 17 DontCare 0 2 -1.503361 539 188 569 210 1.690063 1.415433 4.525371 -4.58782 1.513426 50.08178 -1.594712 0.0006825785 0.03040838 0 0.1878788 Car 0 Sedan4Door White
126 18 Car 0 1 -1.394913 455 186 501 214 1.698519 1.415433 4.127906 -7.851957 1.413659 39.98311 -1.588827 0.0005035447 0.03041187 0 0.4642857 Car 1 SUV Red
126 19 DontCare 0 2 -1.520819 555 188 577 205 1.529387 1.423889 4.195557 -4.691629 1.51079 61.69139 -1.596723 0.0007437431 0.03040694 0 0.3208556 Car 0 Sedan4Door Black
126 20 DontCare 0 2 -1.409792 470 178 509 208 1.887843 1.986257 4.588793 -9.132029 1.375193 50.67234 -1.588096 0.0004812936 0.03041223 0 0.2376068 Van 1 Firetruck_small_eu Silver
126 22 DontCare 0 2 -1.523389 560 187 579 202 1.622408 1.432345 4.077164 -5.045883 1.500439 71.16564 -1.594175 0.0006662161 0.03040874 0 0.07017544 Car 0 Hatchback Blue
126 24 DontCare 0 2 -1.520295 559 187 576 201 1.537844 1.44926 3.58668 -5.76693 1.478835 78.59052 -1.593543 0.0006470057 0.03040916 0 0.05042017 Car 0 SUV Silver
126 25 DontCare 0 1 -1.569715 569 177 586 200 1.913213 2.57822 6.525371 -5.24799 1.495 86.9589 -1.629992 0.001755064 0.03036537 0 0.4757033 Van 0 Firetruck_small_eu Black
126 26 DontCare 0 2 -1.495083 527 186 546 199 1.8 1.44926 3.730441 -9.8923 1.353594 84.7003 -1.611349 0.001188493 0.03039282 0 0.2753036 Car 0 Hatchback Brown
126 27 DontCare 0 2 -1.551684 569 186 583 198 1.639323 1.483087 3.815009 -5.871365 1.476375 94.52322 -1.61372 0.001260586 0.03038991 0 0.01190476 Car 0 Hatchback Black
126 130 DontCare 0 2 -1.472069 536 185 551 197 1.513952 1.5 3.417107 -9.962887 1.351811 92.7998 -1.579019 0.0002051434 0.03041535 0 0.1277778 Car 0 SUV Grey
127 0 Car 0 1 -1.680071 670 195 715 229 1.542243 1.373864 3.558456 3.060193 1.745925 31.76119 -1.584018 0.0003076857 0.03014757 0 0.7398693 Car 1 Hybrid Silver
127 5 DontCare 0 1 -1.624578 637 190 660 207 1.659019 1.460483 4.041921 2.30324 1.725891 62.44935 -1.587713 0.0004191259 0.03014623 0 0.5089514 Car 1 Hatchback Grey
127 9 Car 0 1 -1.290878 349 187 478 271 1.582285 1.519312 3.561683 -4.149577 1.52696 14.92855 -1.561997 -0.000356419 0.03014703 0 0.6953673 Car 1 Hybrid Silver
127 10 Car 0 1 -1.06929 142 186 310 262 1.524064 1.414692 3.798098 -8.24762 1.403421 15.48421 -1.558712 -0.0004554577 0.03014569 0 0.6008772 Car 1 Hatchback White
127 11 DontCare 0 1 -1.221331 315 174 400 234 1.52433 1.795166 3.176533 -8.444784 1.398194 23.38638 -1.567859 -0.0001796316 0.0301486 0 0.4631373 Van 1 Firetruck_small_eu Red
127 13 Car 0 1 -1.421707 481 191 539 230 1.607382 1.358123 3.755814 -4.206149 1.526426 27.80784 -1.571826 -5.998276e-05 0.03014908 0 0.7166225 Car 1 Sedan4Door White
127 14 DontCare 0 2 -1.303937 391 175 465 221 1.860526 1.88231 5.13002 -8.537106 1.396232 32.41615 -1.56145 -0.0003729025 0.03014683 0 0.1786134 Van 1 Firetruck_small_eu Black
127 15 Car 0 1 -1.474218 527 190 566 217 1.588583 1.370703 3.894469 -3.939968 1.53543 38.52878 -1.576124 6.963499e-05 0.03014906 0 0.6191833 Car 1 Sedan4Door Black
127 16 Car 0 1 -1.571292 607 188 643 221 1.683922 1.579228 3.952212 0.1762352 1.659457 37.32175 -1.566571 -0.0002184818 0.03014834 0 0.7878788 Car 1 Hybrid Silver
127 17 DontCare 0 2 -1.502514 538 188 569 210 1.690063 1.415433 4.525371 -4.593525 1.51673 49.62287 -1.59482 0.0006334186 0.03014248 0 0.1715543 Car 0 Sedan4Door White
127 18 Car 0 1 -1.393206 454 187 500 214 1.698519 1.415433 4.127906 -7.831488 1.418169 39.63278 -1.588294 0.0004366338 0.03014598 0 0.4935588 Car 1 SUV Red
127 19 DontCare 0 2 -1.520247 554 188 576 205 1.529387 1.423889 4.195557 -4.69858 1.514618 61.23247 -1.596831 0.0006940496 0.03014115 0 0.3101604 Car 0 Sedan4Door Black
127 20 DontCare 0 2 -1.40896 470 178 509 208 1.887843 1.986257 4.588793 -9.128931 1.380024 50.43666 -1.58802 0.0004283693 0.0301461 0 0.2410256 Van 1 Firetruck_small_eu Silver
127 22 DontCare 0 2 -1.522927 559 187 579 203 1.622408 1.432345 4.077164 -5.053856 1.504767 70.70668 -1.594282 0.0006172006 0.03014282 0 0.06875 Car 0 Hatchback Blue
127 24 DontCare 0 2 -1.519862 559 187 576 201 1.537844 1.44926 3.58668 -5.7757 1.483673 78.13148 -1.59365 0.0005981578 0.03014321 0 0.05462185 Car 0 SUV Silver
127 25 DontCare 0 1 -1.569393 568 177 586 200 1.913213 2.57822 6.525371 -5.257656 1.500058 86.49992 -1.6301 0.001696558 0.03010138 0 0.4710145 Van 0 Firetruck_small_eu Black
127 26 DontCare 0 2 -1.494452 526 186 545 199 1.8 1.44926 3.730441 -9.901764 1.359795 84.24083 -1.611456 0.001134917 0.03012778 0 0.3036437 Car 0 Hatchback Brown
127 130 DontCare 0 2 -1.471538 535 185 550 198 1.513952 1.5 3.417107 -9.973209 1.358378 92.34033 -1.579126 0.0001601633 0.03014871 0 0.1230769 Car 0 SUV Grey
128 0 Car 0 1 -1.678489 669 194 714 228 1.542243 1.373864 3.558456 3.061399 1.733214 32.31446 -1.584033 0.0007156944 0.03024718 0 0.7052288 Car 1 Hybrid Silver
128 5 DontCare 0 1 -1.623842 637 189 659 207 1.659019 1.460483 4.041921 2.296438 1.700384 63.02872 -1.587424 0.0008182732 0.03024457 0 0.4823232 Car 1 Hatchback Grey
128 9 Car 0 1 -1.286642 344 187 476 273 1.582285 1.519312 3.561683 -4.150654 1.520502 14.70871 -1.56168 3.92599e-05 0.03025562 0 0.6886892 Car 1 Hybrid Silver
128 10 Car 0 1 -1.063555 134 186 307 263 1.524064 1.414692 3.798098 -8.242878 1.396482 15.26623 -1.558643 -5.267002e-05 0.0302556 0 0.5959763 Car 1 Hatchback White
128 11 DontCare 0 1 -1.217535 312 173 398 234 1.52433 1.795166 3.176533 -8.439 1.388067 23.13481 -1.567311 0.0002096565 0.03025492 0 0.4498666 Van 1 Firetruck_small_eu Red
128 13 Car 0 1 -1.418925 479 190 539 230 1.607382 1.358123 3.755814 -4.211559 1.514592 27.61253 -1.570282 0.0002995655 0.03025416 0 0.6854167 Car 1 Sedan4Door White
128 14 DontCare 0 2 -1.301337 389 175 464 221 1.860526 1.88231 5.13002 -8.521461 1.382753 32.0796 -1.560976 1.794007e-05 0.03025564 0 0.186087 Van 1 Firetruck_small_eu Black
128 15 Car 0 1 -1.473292 526 189 565 217 1.588583 1.370703 3.894469 -3.943647 1.519345 38.25959 -1.576006 0.0004727915 0.03025195 0 0.6080586 Car 1 Sedan4Door Black
128 16 Car 0 1 -1.571393 607 188 643 221 1.683922 1.579228 3.952212 0.1822491 1.644552 37.16733 -1.566489 0.0001847986 0.03025508 0 0.790404 Car 1 Hybrid Silver
128 17 DontCare 0 2 -1.501746 537 188 568 210 1.690063 1.415433 4.525371 -4.597202 1.496115 49.21036 -1.594895 0.001044295 0.03023762 0 0.1612903 Car 0 Sedan4Door White
128 18 Car 0 1 -1.391476 453 186 499 214 1.698519 1.415433 4.127906 -7.810511 1.401999 39.28257 -1.587746 0.000828012 0.03024432 0 0.4937888 Car 1 SUV Red
128 19 DontCare 0 2 -1.519731 554 187 576 205 1.529387 1.423889 4.195557 -4.703136 1.48925 60.81995 -1.596906 0.001105117 0.03023546 0 0.3232323 Car 0 Sedan4Door Black
128 20 DontCare 0 2 -1.408123 469 177 509 207 1.887843 1.986257 4.588793 -9.125149 1.358772 50.20108 -1.587931 0.0008336307 0.03024416 0 0.2433333 Van 1 Firetruck_small_eu Silver
128 22 DontCare 0 2 -1.522511 559 187 579 202 1.622408 1.432345 4.077164 -5.05912 1.475491 70.29413 -1.594357 0.001028026 0.03023818 0 0.08666667 Car 0 Hatchback Blue
128 24 DontCare 0 2 -1.519473 559 187 576 201 1.537844 1.44926 3.58668 -5.781528 1.451289 77.71886 -1.593726 0.001008923 0.03023882 0 0.0210084 Car 0 SUV Silver
128 25 DontCare 0 1 -1.569103 568 177 586 200 1.913213 2.57822 6.525371 -5.264114 1.46431 86.08734 -1.630175 0.002110535 0.03018196 0 0.468599 Van 0 Firetruck_small_eu Black
128 26 DontCare 0 2 -1.493882 526 185 545 198 1.8 1.44926 3.730441 -9.908035 1.324482 83.82785 -1.611531 0.001547319 0.03021606 0 0.3036437 Car 0 Hatchback Brown
128 130 DontCare 0 2 -1.47106 535 185 550 197 1.513952 1.5 3.417107 -9.980099 1.319749 91.92733 -1.579201 0.0005694964 0.03025028 0 0.1444444 Car 0 SUV Grey
129 0 Car 0 1 -1.676952 668 194 712 227 1.542243 1.373864 3.558456 3.061968 1.733944 32.86751 -1.584059 0.0007407992 0.03072189 0 0.7190083 Car 1 Hybrid Silver
129 5 DontCare 0 1 -1.623109 636 189 659 207 1.659019 1.460483 4.041921 2.288519 1.699928 63.60776 -1.587146 0.0008356498 0.03071945 0 0.4492754 Car 1 Hatchback Grey
129 9 Car 0 1 -1.282296 339 187 474 274 1.582285 1.519312 3.561683 -4.151902 1.518322 14.48883 -1.561376 4.357193e-05 0.03073078 0 0.6905066 Car 1 Hybrid Silver
129 10 Car 0 1 -1.058077 127 186 303 264 1.524064 1.414692 3.798098 -8.236593 1.392574 15.05882 -1.558584 -4.224014e-05 0.03073078 0 0.6002331 Car 1 Hatchback White
129 11 DontCare 0 1 -1.213677 308 173 395 234 1.52433 1.795166 3.176533 -8.43343 1.383917 22.8832 -1.566774 0.000209528 0.03073009 0 0.4458263 Van 1 Firetruck_small_eu Red
129 13 Car 0 1 -1.416123 478 190 538 230 1.607382 1.358123 3.755814 -4.217374 1.512003 27.4171 -1.56875 0.0002702484 0.03072963 0 0.7004167 Car 1 Sedan4Door White
129 14 DontCare 0 2 -1.298694 386 174 463 221 1.860526 1.88231 5.13002 -8.506153 1.37873 31.743 -1.560513 1.703482e-05 0.0307308 0 0.1856867 Van 1 Firetruck_small_eu Black
129 15 Car 0 1 -1.472353 526 189 565 217 1.588583 1.370703 3.894469 -3.947906 1.516763 37.99024 -1.5759 0.0004900442 0.0307269 0 0.6190476 Car 1 Sedan4Door Black
129 16 Car 0 1 -1.57149 607 188 644 221 1.683922 1.579228 3.952212 0.1876144 1.644209 37.01271 -1.566421 0.0001986567 0.03073017 0 0.7805078 Car 1 Hybrid Silver
129 17 DontCare 0 2 -1.500971 537 188 568 210 1.690063 1.415433 4.525371 -4.596603 1.493221 48.80201 -1.594883 0.001073392 0.03071206 0 0.159824 Car 0 Sedan4Door White
129 18 Car 0 1 -1.389725 452 186 499 214 1.698519 1.415433 4.127906 -7.790043 1.398347 38.93227 -1.587209 0.0008375935 0.03071939 0 0.4969605 Car 1 SUV Red
129 19 DontCare 0 2 -1.519211 553 187 575 205 1.529387 1.423889 4.195557 -4.702398 1.486101 60.4116 -1.596894 0.001135168 0.03070984 0 0.3358586 Car 0 Sedan4Door Black
129 20 DontCare 0 2 -1.407277 468 177 508 208 1.887843 1.986257 4.588793 -9.121967 1.35373 49.96542 -1.587854 0.0008573999 0.03071885 0 0.233871 Van 1 Firetruck_small_eu Silver
129 22 DontCare 0 2 -1.522092 559 187 578 202 1.622408 1.432345 4.077164 -5.05827 1.472006 69.88579 -1.594345 0.001056868 0.03071264 0 0.09122807 Car 0 Hatchback Blue
129 24 DontCare 0 2 -1.519082 558 187 575 201 1.537844 1.44926 3.58668 -5.780582 1.447329 77.31052 -1.593714 0.001037466 0.0307133 0 0.0210084 Car 0 SUV Silver
129 25 DontCare 0 1 -1.568812 568 177 586 200 1.913213 2.57822 6.525371 -5.263081 1.460449 85.679 -1.630163 0.002156349 0.03065508 0 0.4782609 Van 0 Firetruck_small_eu Black
129 26 DontCare 0 2 -1.493312 525 185 544 198 1.8 1.44926 3.730441 -9.90696 1.318455 83.41956 -1.611519 0.001584304 0.03068996 0 0.3036437 Car 0 Hatchback Brown
129 130 DontCare 0 2 -1.470582 534 185 550 197 1.513952 1.5 3.417107 -9.978924 1.313544 91.51905 -1.57919 0.000591144 0.03072513 0 0.1302083 Car 0 SUV Grey
130 0 Car 0 1 -1.675467 667 194 711 227 1.542243 1.373864 3.558456 3.062087 1.748351 33.42031 -1.584098 0.0003607441 0.03124497 0 0.6914601 Car 1 Hybrid Silver
130 5 DontCare 0 1 -1.622383 636 189 658 207 1.659019 1.460483 4.041921 2.279722 1.725589 64.18639 -1.586881 0.0004477119 0.03124385 0 0.4444444 Car 1 Hatchback Grey
130 9 Car 0 1 -1.278966 335 187 473 275 1.582285 1.519312 3.561683 -4.151182 1.521832 14.29946 -1.561503 -0.0003454983 0.03124514 0 0.6905468 Car 1 Hybrid Silver
130 10 Car 0 1 -1.05223 119 186 299 265 1.524064 1.414692 3.798098 -8.237848 1.394125 14.84971 -1.558712 -0.0004327511 0.03124406 0 0.6018284 Car 1 Hatchback White
130 11 DontCare 0 2 -1.210416 305 173 394 235 1.52433 1.795166 3.176533 -8.42713 1.388639 22.67218 -1.566286 -0.0001960155 0.03124644 0 0.4256977 Van 1 Firetruck_small_eu Red
130 13 Car 0 1 -1.413303 477 191 537 231 1.607382 1.358123 3.755814 -4.223527 1.520282 27.22153 -1.567229 -0.0001665195 0.03124661 0 0.71625 Car 1 Sedan4Door White
130 14 DontCare 0 2 -1.29601 384 174 461 222 1.860526 1.88231 5.13002 -8.49122 1.387116 31.40636 -1.560063 -0.0003905147 0.03124462 0 0.191829 Van 1 Firetruck_small_eu Black
130 15 Car 0 1 -1.4714 525 189 564 218 1.588583 1.370703 3.894469 -3.952646 1.529327 37.72071 -1.575806 0.0001015654 0.03124689 0 0.5950486 Car 1 Sedan4Door Black
130 16 Car 0 1 -1.571588 607 188 644 221 1.683922 1.579228 3.952212 0.1924992 1.658845 36.85786 -1.566365 -0.00019354 0.03124645 0 0.7919738 Car 1 Hybrid Silver
130 17 DontCare 0 2 -1.500122 536 188 567 211 1.690063 1.415433 4.525371 -4.600588 1.509659 48.35661 -1.594975 0.0007006704 0.0312392 0 0.1697055 Car 0 Sedan4Door White
130 18 Car 0 1 -1.388343 450 186 498 215 1.698519 1.415433 4.127906 -7.788139 1.409492 38.65995 -1.587135 0.0004556533 0.03124373 0 0.4791667 Car 1 SUV Red
130 19 DontCare 0 2 -1.518645 553 188 575 206 1.529387 1.423889 4.195557 -4.707449 1.506958 59.96619 -1.596986 0.0007635067 0.03123773 0 0.3232323 Car 0 Sedan4Door Black
130 20 DontCare 0 2 -1.406425 468 177 508 208 1.887843 1.986257 4.588793 -9.119402 1.36849 49.72963 -1.587789 0.0004761089 0.03124343 0 0.2387097 Van 1 Firetruck_small_eu Silver
130 22 DontCare 0 2 -1.521637 558 187 578 203 1.622408 1.432345 4.077164 -5.064184 1.496329 69.44035 -1.594437 0.0006838618 0.03123957 0 0.078125 Car 0 Hatchback Blue
130 24 DontCare 0 2 -1.518657 558 187 575 201 1.537844 1.44926 3.58668 -5.787167 1.474139 76.86503 -1.593806 0.0006641271 0.03124 0 0.04621849 Car 0 SUV Silver
130 25 DontCare 0 1 -1.568497 567 177 586 200 1.913213 2.57822 6.525371 -5.270443 1.490751 85.23355 -1.630254 0.001802452 0.03119504 0 0.4530892 Van 0 Firetruck_small_eu Black
130 26 DontCare 0 2 -1.492691 525 186 544 199 1.8 1.44926 3.730441 -9.91404 1.345481 82.97373 -1.611611 0.001220404 0.03122322 0 0.2955466 Car 0 Hatchback Brown
